word,pos,sentence
edge,verb,A long line of traffic edged its way forward.
edge,verb,Opinion polls showed him edging into a slight lead.
edge,verb,She edged the ball between the two slip fielders.
edge,verb,Shaped skis have made it easier to turn and edge the skis with less effort. 
edge,noun,the edge of a cliff/table
edge,noun,It was reported that the company is on the edge of collapse.
edge,noun,Careful with that open can – it’s got a very sharp edge.
edge,noun,Because of her experience she has the edge over the other applicants.
edge,noun,Carly seemed on edge while her family was away.
edge,verb,A long line of traffic edged its way forward.
edge,noun,"Internet banks may have the edge over their old-technology rivals when it comes to charges and rates, but they are not immune from complaints."
edge,noun,A consortium of private-equity investors gave the group the edge in the competition to acquire MGM.
edge,noun,"Over the years, Germany to some extent lost its edge as a manufacturing base because of cheaper wages in Eastern Europe."
edge,noun,Scientists hope we are on the edge of a new and greener economy.
edge,noun,"As the number of house repossessions and bankruptcies increases, those already struggling with debt could be pushed over the edge."
edge,verb,Sales edged down from $1.775 billion to $1.772 billion in the fourth quarter.
edge,verb,There is still some nervousness that US authorities might try to edge up interest rates to support the dollar after its recent falls.
edit,verb,Janet edited books for a variety of publishers.
edit,verb,He edits a national newspaper.
edit,noun,The article needed a thorough edit before it could be published.
edit,noun,Check out the delightful dresses in our new summer edit. 
edit,verb,He edits the local newspaper.
edit,verb,"Some of the best jazz performances were recorded in the 1930s, before musicians had the luxury of editing out mistakes."
edit,verb,We may edit your letters for length or clarity.
edit,verb,She was the first woman to edit a national newspaper.
edit,verb,"You can set combinations of restrictions and passwords on documents to control opening, viewing, and editing."
edition,noun,The paperback/hardback edition of his book is published in July.
edition,noun,This morning's edition of 'Women's Hour' is at the earlier time of a quarter to ten.
edition,noun,She collects first editions of 19th-century authors.
edition,noun,"The 77th edition of the Indianapolis 500 was held before an estimated 450,000 fans."
edition,noun,a regional edition of a newspaper
edition,noun,The piece was published in yesterday's edition of the Financial Times.
editor,noun,She's a senior editor in the reference department of a publishing company.
editor,noun,a textbook/film editor
editor,noun,He is the editor of The Wall Street Journal.
editor,noun,"She is a freelance writer, reviewer, and editor."
editor,noun,Do you know how to use an HTML editor?
educate,verb,The form says he was educated in Africa.
educate,verb,His application form says he was educated in Germany.
educate,verb,a highly educated man
educated,adjective,She was probably the most highly educated prime minister of this century.
education,noun,As a child he received most of his education at home.
education,noun,a high school/college education
education,noun,She has a master’s degree in early childhood education.
education,noun,Investment in education is crucial to ensure that the workforce is equipped for the information economy.
educational,adjective,Reducing the size of classes may improve educational standards.
educational,adjective,Traveling abroad will be an educational experience for her.
educational,adjective,an educational establishment/institution
educational,adjective,We develop educational software for use in schools.
effect,noun,The radiation leak has had a disastrous effect on/upon the environment.
effect,noun,They had to wait ten minutes for the anaesthetic to take effect before they stitched up the cut.
effect,noun,I get the impression that she uses bad language in meetings for effect.
effect,noun,So in effect the government have lowered taxes for the rich and raised them for the poor.
effect,noun,"She said she was unhappy, or words to that effect."
effect,noun,The present system of payment will remain in effect (= be used) until the end of the rental agreement.
effect,noun,This is a movie worth seeing for its effects alone.
effect,noun,It says on the form that the insurance covers all personal effects.
effect,verb,As a political party they are trying to effect a change in the way that we think about our environment.
effect,noun,The medicine had the effect of making me sleepy.
effect,noun,Winter parking rules are in effect (= must be obeyed) .
effect,verb,It will take years to effect meaningful changes in the educational system.
effect,noun,Anti-inflationary measures do not yet seem to be having any effect. 
effect,noun,At that time a total ban on financial transactions was in effect.
effect,noun,On April 1 new sales taxes will come into effect.
effect,noun,"The ruling meant that, in effect, the company was allowed to continue to do business as usual."
effect,noun,The aim is to develop new management strategies and put them into effect.
effect,noun,She was appointed chief executive with immediate effect.
effect,noun,"After his death, an inventory was taken of his effects."
effect,verb,The transfer of a business is governed or effected by the law of the country in which the business is situated.
effective,adjective,The lighting for the production made a very effective use of shadow.
effective,adjective,"How effective a drug is depends on many factors, including how consistently the patient follows the instructions for taking it."
effective,adjective,"Although she's not officially our boss, she's in effective control of the office."
effective,adjective,The new laws will become effective next month.
effective,adjective,an effective policy/strategy
effective,adjective,The law becomes effective next month.
effective,adjective,"You need a workable, effective strategy for developing your business."
effective,adjective,The new Investment Management Agreements became effective on 1st November.
effective,adjective,The remainder of the stock is owned by a consortium of banks which are in effective control of the hotel.
effectively,adverb,The tablets work more effectively if you take a hot drink after them.
effectively,adverb,"His wife left him when the children were small, so he effectively brought up the family himself."
effectively,adverb,"Though barely winning election, he governed effectively and was reelected."
effectively,adverb,"If she loses this match, she’s effectively eliminated from the tournament."
effectively,adverb,Staff must be given enough training and development to be able to do their jobs effectively.
effectively,adverb,"Whoever owns those shares, effectively controls the company."
efficient,adjective,The city's transport system is one of the most efficient in Europe.
efficient,adjective,Modern-day car engines are much more efficient.
efficient,adjective,an efficient organization
efficient,adjective,She manages the business efficiently.
efficient,adjective,an efficient method/use/way
efficient,adjective,an efficient operation/service/system
efficient,adjective,Incentives like these encourage airlines to move the maximum number of passengers as quickly and efficiently as possible.
